id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
akerj102,Aker,Jack,R,R,SE1,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,19690408,19690516,1969
baned101,Baney,Dick,R,R,SE1,9,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,19690711,19691002,1969
barbs102,Barber,Steve,L,L,SE1,25,25,16,9,0,0,0,0,0,0,0,0,0,0,0,0,19690413,19691002,1969
bated102,Bates,Dick,L,R,SE1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19690427,19690427,1969
bellg102,Bell,Gary,R,R,SE1,13,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,19690411,19690606,1969
boutj101,Bouton,Jim,R,R,SE1,57,57,1,56,0,0,0,0,0,0,0,0,0,0,0,0,19690409,19690823,1969
brabg101,Brabender,Gene,R,R,SE1,41,40,29,11,0,0,0,0,0,0,0,0,0,0,1,0,19690409,19690930,1969
branb102,Brandon,Bucky,R,R,SE1,8,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,19690430,19690523,1969
brung101,Brunet,George,R,L,SE1,12,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,19690802,19691001,1969
clarr103,Clark,Ron,R,R,SE1,57,0,0,0,0,1,5,15,38,0,0,0,0,0,0,4,19690711,19691002,1969
comew101,Comer,Wayne,R,R,SE1,147,0,0,0,1,0,0,1,0,23,91,46,139,0,14,0,19690408,19691002,1969
davit103,Davis,Tommy,R,R,SE1,123,0,0,0,0,1,0,0,0,112,0,0,112,0,14,0,19690408,19690829,1969
donaj101,Donaldson,John,L,R,SE1,95,0,0,0,0,0,90,2,1,0,0,0,0,0,3,0,19690614,19690930,1969
edgeb101,Edgerton,Bill,L,L,SE1,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19690416,19690425,1969
ferrm101,Ferraro,Mike,R,R,SE1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19690409,19690420,1969
fuenm101,Fuentes,Miguel,R,R,SE1,8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19690901,19691002,1969
gelnj101,Gelnar,John,R,R,SE1,40,39,10,29,0,0,0,0,0,0,0,0,0,0,1,0,19690528,19691002,1969
gil-g101,Gil,Gus,R,R,SE1,92,0,0,0,0,0,18,38,12,0,0,0,0,0,40,0,19690413,19691002,1969
goosg101,Goossen,Greg,R,R,SE1,52,0,0,0,0,31,0,0,0,2,0,0,2,0,19,0,19690725,19691002,1969
gosgj101,Gosger,Jim,L,L,SE1,40,0,0,0,0,0,0,0,0,1,24,2,27,0,13,4,19690408,19690614,1969
hanel101,Haney,Larry,R,R,SE1,22,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,19690409,19690611,1969
harpt101,Harper,Tommy,R,R,SE1,148,0,0,0,0,0,59,59,0,4,22,1,27,0,8,1,19690408,19691002,1969
hegam101,Hegan,Mike,L,L,SE1,95,0,0,0,0,19,0,0,0,2,1,61,64,0,11,10,19690408,19691001,1969
hovls101,Hovley,Steve,L,L,SE1,91,0,0,0,0,0,0,0,0,3,35,49,84,0,8,1,19690626,19691002,1969
kennj105,Kennedy,John,R,R,SE1,61,0,0,0,0,0,0,23,33,0,0,0,0,0,6,9,19690409,19691002,1969
lockb102,Locker,Bob,B,R,SE1,51,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,19690610,19691002,1969
locks101,Lockwood,Skip,R,R,SE1,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19690827,19690930,1969
lundg101,Lund,Gordy,R,R,SE1,20,0,0,0,0,0,1,1,17,0,0,0,0,0,0,3,19690704,19690808,1969
marsm101,Marshall,Mike,R,R,SE1,21,20,14,6,0,0,0,0,0,0,0,0,0,0,0,1,19690409,19690705,1969
mcnej101,McNertney,Jerry,R,R,SE1,128,0,0,0,122,0,0,0,0,0,0,0,0,0,9,0,19690408,19691002,1969
meyeb102,Meyer,Bob,R,L,SE1,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,19690830,19690921,1969
mincd101,Mincher,Don,L,R,SE1,140,0,0,0,0,122,0,0,0,0,0,0,0,0,19,0,19690408,19691001,1969
morrj106,Morris,John,R,L,SE1,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19690409,19690427,1969
odonj101,O'Donoghue,John,R,L,SE1,55,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,19690502,19690928,1969
oyler101,Oyler,Ray,R,R,SE1,106,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,19690408,19691002,1969
paglj101,Pagliaroni,Jim,R,R,SE1,40,0,0,0,29,2,0,0,0,0,0,1,1,0,11,0,19690624,19690930,1969
pattm101,Pattin,Marty,R,R,SE1,39,34,27,7,0,0,0,0,0,0,0,0,0,0,0,5,19690408,19690930,1969
ranem101,Ranew,Merritt,L,R,SE1,54,0,0,0,13,0,0,1,0,3,0,0,3,0,38,0,19690502,19690930,1969
roggg101,Roggenburk,Garry,R,L,SE1,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,19690627,19690727,1969
rollr101,Rollins,Rich,R,R,SE1,58,0,0,0,0,0,0,47,1,0,0,0,0,0,14,0,19690408,19690709,1969
segud101,Segui,Diego,R,R,SE1,66,66,8,58,0,0,0,0,0,0,0,0,0,0,0,0,19690408,19691001,1969
simpd102,Simpson,Dick,R,R,SE1,26,0,0,0,0,0,0,0,0,1,16,0,17,0,7,3,19690523,19690827,1969
stanf101,Stanley,Fred,R,R,SE1,17,0,0,0,0,0,1,0,15,0,0,0,0,0,1,1,19690911,19691002,1969
stepj103,Stephenson,Jerry,L,R,SE1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19690629,19690712,1969
talbf101,Talbot,Fred,R,R,SE1,27,25,16,9,0,0,0,0,0,0,0,0,0,0,2,0,19690524,19690828,1969
timbg101,Timberlake,Gary,R,L,SE1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19690618,19690624,1969
valds101,Valdespino,Sandy,L,L,SE1,20,0,0,0,0,0,0,0,0,7,0,0,7,0,13,0,19690901,19691001,1969
velaf101,Velazquez,Freddie,R,R,SE1,6,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,19690420,19690504,1969
vidaj101,Vidal,Jose,R,R,SE1,18,0,0,0,0,0,0,0,0,1,0,5,6,0,7,5,19690413,19690516,1969
waltd101,Walton,Danny,R,R,SE1,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,19690901,19690923,1969
whits101,Whitaker,Steve,L,R,SE1,69,0,0,0,0,0,0,0,0,22,0,18,39,0,30,1,19690408,19691002,1969
willb102,Williams,Billy,L,R,SE1,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,19690815,19690820,1969
womad101,Womack,Dooley,L,R,SE1,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19690828,19690930,1969
alleh104,Allen,Hank,R,R,MIL,28,0,0,0,0,4,5,0,0,1,11,2,14,0,10,0,19700511,19700925,1970
alvim101,Alvis,Max,R,R,MIL,63,0,0,0,0,0,0,37,0,0,0,0,0,0,15,15,19700407,19700927,1970
baldd101,Baldwin,Dave,R,R,MIL,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,19700529,19700926,1970
bolib101,Bolin,Bobby,R,R,MIL,32,32,20,12,0,0,0,0,0,0,0,0,0,0,0,0,19700411,19700907,1970
brabg101,Brabender,Gene,R,R,MIL,29,29,21,8,0,0,0,0,0,0,0,0,0,0,0,0,19700410,19700926,1970
brubb102,Brubaker,Bruce,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19700805,19700805,1970
burdb102,Burda,Bob,L,L,MIL,78,0,0,0,0,7,0,0,0,0,0,64,64,0,15,0,19700619,19700930,1970
comew101,Comer,Wayne,R,R,MIL,13,0,0,0,0,0,0,0,0,1,2,2,5,0,9,1,19700410,19700510,1970
downa101,Downing,Al,R,L,MIL,17,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,19700628,19700929,1970
ellsd101,Ellsworth,Dick,L,L,MIL,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19700807,19700925,1970
frant101,Francona,Tito,L,L,MIL,52,0,0,0,0,13,0,0,0,0,0,0,0,0,43,0,19700614,19700929,1970
gelnj101,Gelnar,John,R,R,MIL,53,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,19700407,19700925,1970
gil-g101,Gil,Gus,R,R,MIL,64,0,0,0,0,0,38,14,0,0,0,0,0,0,15,0,19700519,19700929,1970
goosg101,Goossen,Greg,R,R,MIL,21,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,19700408,19700516,1970
harpt101,Harper,Tommy,R,R,MIL,154,0,0,0,0,0,22,128,0,7,5,3,13,0,2,0,19700407,19701001,1970
hegam101,Hegan,Mike,L,L,MIL,148,0,0,0,0,139,0,0,0,2,0,6,8,0,17,0,19700407,19701001,1970
hersm101,Hershberger,Mike,R,R,MIL,49,0,0,0,0,0,0,0,0,0,0,35,35,0,18,5,19700422,19700726,1970
hovls101,Hovley,Steve,L,L,MIL,40,0,0,0,0,0,0,0,0,0,6,37,38,0,6,0,19700407,19700603,1970
humpb102,Humphreys,Bob,R,R,MIL,23,23,1,22,0,0,0,0,0,0,0,0,0,0,0,0,19700615,19700925,1970
kennj105,Kennedy,John,R,R,MIL,25,0,0,0,0,1,16,5,0,0,0,0,0,0,3,2,19700408,19700517,1970
koegp101,Koegel,Pete,R,R,MIL,7,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,19700901,19700926,1970
kraul102,Krausse,Lew,R,R,MIL,38,37,35,2,0,0,0,0,0,0,0,0,0,0,0,1,19700407,19700926,1970
kubit101,Kubiak,Ted,B,R,MIL,158,0,0,0,0,0,91,0,73,0,0,0,0,0,0,0,19700407,19701001,1970
lauzg101,Lauzerique,George,R,R,MIL,11,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,19700407,19700528,1970
lockb102,Locker,Bob,B,R,MIL,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,19700408,19700614,1970
locks101,Lockwood,Skip,R,R,MIL,27,27,26,1,0,0,0,0,0,0,0,0,0,0,0,0,19700510,19700930,1970
may-d101,May,Dave,L,R,MIL,100,0,0,0,0,0,0,0,0,0,99,1,99,0,6,0,19700617,19701001,1970
mcnej101,McNertney,Jerry,R,R,MIL,111,0,0,0,95,13,0,0,0,0,0,0,0,0,20,0,19700407,19700929,1970
meyeb102,Meyer,Bob,R,L,MIL,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19700407,19700520,1970
morrj106,Morris,John,R,L,MIL,20,20,9,11,0,0,0,0,0,0,0,0,0,0,0,0,19700407,19700929,1970
odonj101,O'Donoghue,John,R,L,MIL,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,19700408,19700611,1970
pattm101,Pattin,Marty,R,R,MIL,43,37,29,8,0,0,0,0,0,0,0,0,0,0,0,6,19700408,19701001,1970
penar101,Pena,Roberto,R,R,MIL,121,0,0,0,0,7,15,0,98,0,0,0,0,0,10,0,19700519,19701001,1970
peter103,Peters,Ray,R,R,MIL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19700604,19700609,1970
rollr101,Rollins,Rich,R,R,MIL,14,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,19700407,19700505,1970
roofp101,Roof,Phil,R,R,MIL,110,0,0,0,107,1,0,0,0,0,0,0,0,0,3,0,19700412,19701001,1970
sandk101,Sanders,Ken,R,R,MIL,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,19700530,19701001,1970
savat101,Savage,Ted,R,R,MIL,114,0,0,0,0,1,0,0,0,33,22,34,82,0,44,0,19700407,19701001,1970
smitb105,Smith,Bernie,R,R,MIL,44,0,0,0,0,0,0,0,0,2,11,28,39,0,20,1,19700731,19701001,1970
snydr102,Snyder,Russ,L,R,MIL,124,0,0,0,0,0,0,0,0,43,40,26,106,0,34,13,19700407,19700930,1970
stanf101,Stanley,Fred,R,R,MIL,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,19700907,19700929,1970
twitw101,Twitchell,Wayne,R,R,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19700907,19700910,1970
valds101,Valdespino,Sandy,L,L,MIL,8,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,19700407,19700421,1970
waltd101,Walton,Danny,R,R,MIL,117,0,0,0,0,0,0,0,0,114,0,0,114,0,8,0,19700407,19700828,1970
wickf101,Wicker,Floyd,L,R,MIL,15,0,0,0,0,0,0,0,0,8,0,4,12,0,5,0,19700904,19700927,1970
auerr101,Auerbach,Rick,R,R,MIL,79,0,0,0,0,0,0,0,78,0,0,0,0,0,0,2,19710413,19710930,1971
bearl101,Bearnarth,Larry,R,R,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19710428,19710530,1971
bellj101,Bell,Jerry,B,R,MIL,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19710906,19710929,1971
brigj102,Briggs,John,L,L,MIL,125,0,0,0,0,60,0,0,0,53,0,12,64,0,10,2,19710423,19710930,1971
cardj101,Cardenal,Jose,R,R,MIL,53,0,0,0,0,0,0,0,0,0,45,7,52,0,2,0,19710802,19710930,1971
ellir103,Ellis,Rob,R,R,MIL,36,0,0,0,0,0,0,19,0,1,0,13,14,0,4,0,19710618,19710919,1971
ellsd101,Ellsworth,Dick,L,L,MIL,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,19710407,19710623,1971
gelnj101,Gelnar,John,R,R,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19710428,19710430,1971
gil-g101,Gil,Gus,R,R,MIL,14,0,0,0,0,0,9,6,0,0,0,0,0,0,6,0,19710611,19710630,1971
hannj102,Hannan,Jim,R,R,MIL,21,21,1,20,0,0,0,0,0,0,0,0,0,0,0,0,19710515,19710910,1971
harpt101,Harper,Tommy,R,R,MIL,152,0,0,0,0,0,1,70,0,76,13,2,90,0,4,1,19710406,19710930,1971
hegam101,Hegan,Mike,L,L,MIL,46,0,0,0,0,45,0,0,0,0,0,0,0,0,5,2,19710406,19710611,1971
heisb101,Heise,Bob,R,R,MIL,68,0,0,0,0,0,6,13,47,0,0,0,0,0,5,1,19710602,19710930,1971
koegp101,Koegel,Pete,R,R,MIL,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19710414,19710418,1971
kosca101,Kosco,Andy,R,R,MIL,98,0,0,0,0,29,0,12,0,26,0,20,46,0,32,0,19710406,19710930,1971
kraul102,Krausse,Lew,R,R,MIL,43,43,22,21,0,0,0,0,0,0,0,0,0,0,0,0,19710407,19710930,1971
kubit101,Kubiak,Ted,B,R,MIL,89,0,0,0,0,0,48,0,40,0,0,0,0,0,8,0,19710406,19710729,1971
locks101,Lockwood,Skip,R,R,MIL,36,33,32,1,0,0,0,0,0,0,0,0,0,0,0,3,19710407,19710926,1971
lopem101,Lopez,Marcelino,R,L,MIL,34,31,11,20,0,0,0,0,0,0,0,0,0,0,0,3,19710407,19710925,1971
matct101,Matchick,Tommy,L,R,MIL,42,0,0,0,0,0,1,41,0,0,0,0,0,0,1,0,19710730,19710930,1971
may-d101,May,Dave,L,R,MIL,144,0,0,0,0,0,0,0,0,2,95,47,142,0,4,0,19710406,19710930,1971
mitcb102,Mitchell,Bobby,R,R,MIL,35,0,0,0,0,0,0,0,0,2,7,10,19,0,12,7,19710717,19710929,1971
morrj106,Morris,John,R,L,MIL,43,43,1,42,0,0,0,0,0,0,0,0,0,0,0,0,19710518,19710930,1971
parsb101,Parsons,Bill,R,R,MIL,36,36,35,1,0,0,0,0,0,0,0,0,0,0,0,0,19710413,19710930,1971
pattm101,Pattin,Marty,R,R,MIL,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,19710406,19710928,1971
penar101,Pena,Roberto,R,R,MIL,113,0,0,0,0,52,0,37,23,0,0,0,0,0,33,0,19710406,19710930,1971
portd001,Porter,Darrell,L,R,MIL,22,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,19710902,19710930,1971
ratlp101,Ratliff,Paul,L,R,MIL,23,0,0,0,13,0,0,0,0,0,0,0,0,0,12,0,19710709,19710930,1971
reynb102,Reynolds,Bob,R,R,MIL,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19710906,19710925,1971
rodre101,Rodriguez,Ellie,R,R,MIL,115,0,0,0,114,0,0,0,0,0,0,0,0,0,6,0,19710407,19710929,1971
roofp101,Roof,Phil,R,R,MIL,41,0,0,0,39,0,0,0,0,0,0,0,0,0,2,0,19710406,19710707,1971
sandk101,Sanders,Ken,R,R,MIL,83,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,19710407,19710930,1971
savat101,Savage,Ted,R,R,MIL,14,0,0,0,0,0,0,0,0,5,0,1,6,0,12,0,19710410,19710508,1971
schod101,Schofield,Dick,B,R,MIL,23,0,0,0,0,0,3,12,4,0,0,0,0,0,13,0,19710731,19710930,1971
slatj001,Slaton,Jim,R,R,MIL,26,26,23,3,0,0,0,0,0,0,0,0,0,0,0,0,19710414,19710929,1971
smitb105,Smith,Bernie,R,R,MIL,15,0,0,0,0,0,0,0,0,3,1,9,12,0,5,0,19710406,19710428,1971
tepef101,Tepedino,Frank,L,L,MIL,53,0,0,0,0,28,0,0,0,0,0,0,0,0,24,1,19710610,19710930,1971
theor101,Theobald,Ron,R,R,MIL,126,0,0,0,0,0,111,1,1,0,0,0,0,0,15,5,19710412,19710930,1971
vossb101,Voss,Bill,L,L,MIL,97,0,0,0,0,0,0,0,0,5,14,66,79,0,26,0,19710410,19710912,1971
waltd101,Walton,Danny,R,R,MIL,30,0,0,0,0,0,0,1,0,19,0,0,19,0,11,0,19710407,19710604,1971
weavf101,Weaver,Floyd,R,R,MIL,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,19710703,19710926,1971
wickf101,Wicker,Floyd,L,R,MIL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,19710430,19710530,1971
yatea101,Yates,Al,R,R,MIL,24,0,0,0,0,0,0,0,0,3,0,9,12,0,14,0,19710513,19710727,1971
auerr101,Auerbach,Rick,R,R,MIL,153,0,0,0,0,0,0,0,153,0,0,0,0,0,1,0,19720415,19721004,1972
azcuj101,Azcue,Joe,R,R,MIL,11,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,19720730,19720929,1972
bellj101,Bell,Jerry,B,R,MIL,25,25,3,22,0,0,0,0,0,0,0,0,0,0,0,0,19720422,19721001,1972
bretk101,Brett,Ken,L,L,MIL,31,26,22,4,0,0,0,0,0,0,0,0,0,0,1,4,19720419,19721002,1972
brigj102,Briggs,John,L,L,MIL,135,0,0,0,0,28,0,0,0,99,12,0,107,0,13,0,19720415,19721004,1972
browo102,Brown,Ollie,R,R,MIL,66,0,0,0,0,0,0,1,0,0,0,56,56,0,18,1,19720706,19721001,1972
clarr103,Clark,Ron,R,R,MIL,22,0,0,0,0,0,11,10,0,0,0,0,0,0,5,1,19720621,19720723,1972
colbj101,Colborn,Jim,R,R,MIL,39,39,12,27,0,0,0,0,0,0,0,0,0,0,0,0,19720419,19721001,1972
conib101,Conigliaro,Billy,R,R,MIL,52,0,0,0,0,0,0,0,0,2,8,45,50,0,3,0,19720419,19720624,1972
davib105,Davis,Brock,L,L,MIL,85,0,0,0,0,0,0,0,0,19,20,5,44,0,44,5,19720418,19721004,1972
felsj101,Felske,John,R,R,MIL,37,0,0,0,23,8,0,0,0,0,0,0,0,0,10,1,19720531,19720927,1972
ferrm101,Ferraro,Mike,R,R,MIL,124,0,0,0,0,0,0,115,1,0,0,0,0,0,12,0,19720415,19721004,1972
heisb101,Heise,Bob,R,R,MIL,95,0,0,0,0,0,48,24,10,0,0,0,0,0,20,2,19720419,19721001,1972
lahoj101,Lahoud,Joe,L,L,MIL,111,0,0,0,0,0,0,0,0,39,0,63,97,0,19,0,19720415,19721004,1972
linzf101,Linzy,Frank,R,R,MIL,47,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,19720418,19720930,1972
locks101,Lockwood,Skip,R,R,MIL,31,29,27,2,0,0,0,0,0,0,0,0,0,0,0,2,19720425,19721003,1972
lonbj101,Lonborg,Jim,R,R,MIL,33,33,30,3,0,0,0,0,0,0,0,0,0,0,0,0,19720422,19721004,1972
may-d101,May,Dave,L,R,MIL,143,0,0,0,0,0,0,0,0,0,138,0,138,0,8,0,19720415,19721004,1972
mottc101,Motton,Curt,R,R,MIL,6,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,19720509,19720524,1972
newmr101,Newman,Ray,L,L,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19720617,19720701,1972
obris101,O'Brien,Syd,R,R,MIL,31,0,0,0,0,0,7,9,0,0,0,0,0,0,12,5,19720730,19721001,1972
parsb101,Parsons,Bill,R,R,MIL,33,33,30,3,0,0,0,0,0,0,0,0,0,0,0,0,19720415,19721001,1972
portd001,Porter,Darrell,L,R,MIL,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19720418,19720521,1972
ratlp101,Ratliff,Paul,L,R,MIL,22,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,19720415,19720723,1972
reyna101,Reynolds,Archie,R,R,MIL,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19720719,19720804,1972
reynt101,Reynolds,Tommie,R,R,MIL,72,0,0,0,0,1,0,1,0,37,0,6,41,0,35,0,19720419,19721001,1972
rodre101,Rodriguez,Ellie,R,R,MIL,116,0,0,0,114,0,0,0,0,0,0,0,0,0,6,0,19720415,19721004,1972
ryerg101,Ryerson,Gary,R,L,MIL,20,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0,19720628,19721003,1972
sandk101,Sanders,Ken,R,R,MIL,62,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,19720415,19721001,1972
scotg102,Scott,George,R,R,MIL,152,0,0,0,0,139,0,23,0,0,0,0,0,0,3,0,19720415,19721004,1972
slatj001,Slaton,Jim,R,R,MIL,9,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,19720418,19720611,1972
stepe101,Stephenson,Earl,L,L,MIL,35,35,8,27,0,0,0,0,0,0,0,0,0,0,1,0,19720418,19720930,1972
taylc101,Taylor,Chuck,R,R,MIL,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19720914,19721003,1972
theor101,Theobald,Ron,R,R,MIL,125,0,0,0,0,0,113,0,0,0,0,0,0,0,17,0,19720415,19721004,1972
vossb101,Voss,Bill,L,L,MIL,27,0,0,0,0,0,0,0,0,3,0,9,11,0,17,0,19720415,19720614,1972
auerr101,Auerbach,Rick,R,R,MIL,6,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,19730406,19730423,1973
bellj101,Bell,Jerry,B,R,MIL,31,31,25,6,0,0,0,0,0,0,0,0,0,0,0,0,19730407,19730912,1973
brigj102,Briggs,John,L,L,MIL,142,0,0,0,0,0,0,0,0,137,0,1,137,1,5,1,19730406,19730930,1973
browo102,Brown,Ollie,R,R,MIL,97,0,0,0,0,0,0,0,0,0,0,4,4,82,19,0,19730406,19730921,1973
chamb101,Champion,Bill,R,R,MIL,37,37,11,26,0,0,0,0,0,0,0,0,0,0,0,0,19730406,19730925,1973
colbj101,Colborn,Jim,R,R,MIL,43,43,36,7,0,0,0,0,0,0,0,0,0,0,0,0,19730406,19730930,1973
colub101,Coluccio,Bob,R,R,MIL,124,0,0,0,0,0,0,0,0,20,17,79,108,11,7,2,19730415,19730930,1973
felsj101,Felske,John,R,R,MIL,13,0,0,0,7,6,0,0,0,0,0,0,0,0,1,0,19730415,19730908,1973
garcp101,Garcia,Pedro,R,R,MIL,160,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,19730406,19730930,1973
gardr101,Gardner,Rob,R,L,MIL,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19730605,19730713,1973
heisb101,Heise,Bob,R,R,MIL,49,0,0,0,0,4,5,9,29,0,0,0,0,2,3,6,19730415,19730930,1973
howaw101,Howard,Wilbur,B,R,MIL,16,0,0,0,0,0,0,0,0,5,0,6,11,2,1,4,19730904,19730930,1973
johnt102,Johnson,Tim,L,R,MIL,136,0,0,0,0,0,0,0,135,0,0,0,0,0,2,3,19730424,19730930,1973
kobek101,Kobel,Kevin,R,L,MIL,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19730908,19730928,1973
lahoj101,Lahoud,Joe,L,L,MIL,96,0,0,0,0,0,0,0,0,2,0,40,41,41,33,1,19730414,19730930,1973
linzf101,Linzy,Frank,R,R,MIL,42,42,1,41,0,0,0,0,0,0,0,0,0,0,0,0,19730407,19730929,1973
locks101,Lockwood,Skip,R,R,MIL,37,37,15,22,0,0,0,0,0,0,0,0,0,0,0,0,19730407,19730929,1973
may-d101,May,Dave,L,R,MIL,156,0,0,0,0,0,0,0,0,0,152,0,152,2,3,1,19730406,19730928,1973
mitcb102,Mitchell,Bobby,R,R,MIL,47,0,0,0,0,0,0,0,0,10,0,10,20,19,10,1,19730703,19730930,1973
moned101,Money,Don,R,R,MIL,145,0,0,0,0,0,0,130,18,0,0,0,0,0,2,0,19730406,19730929,1973
moorc001,Moore,Charlie,R,R,MIL,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19730908,19730930,1973
newmr101,Newman,Ray,L,L,MIL,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,19730414,19730524,1973
parsb101,Parsons,Bill,R,R,MIL,20,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,19730413,19730903,1973
portd001,Porter,Darrell,L,R,MIL,117,0,0,0,90,0,0,0,0,0,0,0,0,20,10,0,19730415,19730930,1973
reynk101,Reynolds,Ken,L,L,MIL,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19730908,19730928,1973
rodre101,Rodriguez,Ellie,R,R,MIL,94,0,0,0,77,0,0,0,0,0,0,0,0,14,8,0,19730406,19730915,1973
rodre102,Rodriguez,Eduardo,R,R,MIL,30,30,6,24,0,0,0,0,0,0,0,0,0,0,0,0,19730620,19730928,1973
ryerg101,Ryerson,Gary,R,L,MIL,9,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,19730406,19730903,1973
scotg102,Scott,George,R,R,MIL,158,0,0,0,0,157,0,0,0,0,0,0,0,1,1,0,19730406,19730930,1973
shorc102,Short,Chris,R,L,MIL,42,42,7,35,0,0,0,0,0,0,0,0,0,0,0,0,19730417,19730918,1973
slatj001,Slaton,Jim,R,R,MIL,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,19730415,19730927,1973
sprae101,Sprague,Ed,R,R,MIL,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19730908,19730928,1973
thomg001,Thomas,Gorman,R,R,MIL,60,0,0,0,0,0,0,0,0,3,1,48,52,4,8,6,19730406,19730930,1973
velac101,Velazquez,Carlos,R,R,MIL,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,19730720,19730929,1973
vukoj101,Vukovich,John,R,R,MIL,55,0,0,0,0,13,0,40,1,0,0,0,0,0,1,1,19730413,19730930,1973
alouf101,Alou,Felipe,R,R,MIL,3,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,19740405,19740424,1974
andel101,Anderson,Larry,R,R,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19740925,19740928,1974
bellj101,Bell,Jerry,B,R,MIL,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19740405,19740515,1974
