id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
coolm001,Coolbaugh,Mike,R,R,MIL,39,0,0,0,0,0,0,27,3,0,0,0,0,0,12,0,20010716,20011007,2001
coppr001,Coppinger,Rocky,R,R,MIL,8,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,20010821,20011004,2001
cunnw001,Cunnane,Will,R,R,MIL,32,31,1,30,0,0,0,0,0,0,0,0,0,0,0,1,20010403,20010724,2001
damij001,D'Amico,Jeff,R,R,MIL,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20010406,20011006,2001
dejem001,DeJean,Mike,R,R,MIL,75,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,20010405,20011006,2001
delov001,de los Santos,Valerio,L,L,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20010403,20010403,2001
echea001,Echevarria,Angel,R,R,MIL,75,0,0,0,0,10,0,0,0,19,0,5,23,1,42,2,20010404,20011007,2001
fernt001,Fernandez,Tony,B,R,MIL,28,0,0,0,0,0,0,13,0,0,0,0,0,0,15,0,20010402,20010516,2001
fox-c001,Fox,Chad,R,R,MIL,65,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0,20010414,20011006,2001
gandg001,Gandarillas,Gus,R,R,MIL,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20010717,20011005,2001
hammj001,Hammonds,Jeffrey,R,R,MIL,49,0,0,0,0,0,0,0,0,0,46,0,46,0,1,2,20010402,20010606,2001
haynj001,Haynes,Jimmy,R,R,MIL,32,31,29,2,0,0,0,0,0,0,0,0,0,0,0,1,20010403,20011004,2001
hernj001,Hernandez,Jose,R,R,MIL,152,0,0,0,0,0,0,0,150,1,1,0,2,0,1,0,20010402,20011005,2001
houst001,Houston,Tyler,L,R,MIL,75,0,0,0,0,3,0,62,0,0,0,0,0,0,13,0,20010402,20010903,2001
jenkg001,Jenkins,Geoff,L,R,MIL,105,0,0,0,0,0,0,0,0,104,0,0,104,0,1,0,20010402,20011007,2001
kingr001,King,Ray,L,L,MIL,82,82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,20010403,20011007,2001
kolbb001,Kolb,Brandon,R,R,MIL,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20010404,20010919,2001
leitm001,Leiter,Mark,R,R,MIL,20,20,3,17,0,0,0,0,0,0,0,0,0,0,0,0,20010405,20011007,2001
leskc001,Leskanic,Curt,R,R,MIL,70,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,20010403,20010928,2001
levij001,Levis,Jesse,L,R,MIL,12,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,20010910,20011007,2001
levra001,Levrault,Allen,R,R,MIL,32,32,20,12,0,0,0,0,0,0,0,0,0,0,0,0,20010427,20011005,2001
lopel002,Lopez,Luis,B,R,MIL,92,0,0,0,0,0,15,46,17,0,0,0,0,0,26,2,20010404,20011006,2001
lorem001,Loretta,Mark,R,R,MIL,102,1,0,1,0,0,52,39,9,0,0,0,0,4,2,0,20010519,20010929,2001
moutj001,Mouton,James,R,R,MIL,75,0,0,0,0,0,0,0,0,21,28,7,53,0,19,12,20010403,20011007,2001
neugn001,Neugebauer,Nick,R,R,MIL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20010819,20010824,2001
painl001,Painter,Lance,L,L,MIL,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20010723,20010822,2001
penae001,Pena,Elvis,B,R,MIL,15,0,0,0,0,0,11,0,0,0,0,0,0,0,4,1,20010908,20011007,2001
perer001,Perez,Robert,R,R,MIL,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,20010701,20010702,2001
petek001,Peterson,Kyle,L,R,MIL,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20010531,20010705,2001
quevr001,Quevedo,Ruben,R,R,MIL,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20010804,20010927,2001
rigdp001,Rigdon,Paul,R,R,MIL,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20010404,20010701,2001
sanca003,Sanchez,Alex,L,L,MIL,30,0,0,0,0,0,0,0,0,3,14,3,19,0,15,2,20010615,20010929,2001
sexsr001,Sexson,Richie,R,R,MIL,158,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,20010402,20011007,2001
sheeb001,Sheets,Ben,R,R,MIL,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20010405,20011007,2001
suzum001,Suzuki,Mac,R,R,MIL,15,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,20010716,20010929,2001
sweem001,Sweeney,Mark,L,L,MIL,48,0,0,0,0,2,0,0,0,20,0,3,20,0,27,0,20010801,20011007,2001
weatd001,Weathers,David,R,R,MIL,52,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,20010402,20010729,2001
whitd001,White,Devon,B,R,MIL,126,0,0,0,0,0,0,0,0,13,86,2,100,0,31,0,20010403,20011005,2001
wrigj001,Wright,Jamey,R,R,MIL,34,33,33,0,0,0,0,0,0,0,0,0,0,0,1,0,20010402,20011003,2001
alcai001,Alcantara,Israel,R,R,MIL,16,0,0,0,0,2,0,0,0,2,0,5,7,0,9,0,20020724,20020822,2002
bakop001,Bako,Paul,L,R,MIL,87,0,0,0,76,0,0,0,0,0,0,0,0,0,11,3,20020403,20020929,2002
bellr002,Belliard,Ronnie,R,R,MIL,104,0,0,0,0,0,49,42,0,0,0,0,0,0,27,9,20020403,20020929,2002
buddm001,Buddie,Mike,R,R,MIL,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20020403,20020526,2002
cabrj001,Cabrera,Jose,R,R,MIL,50,50,11,39,0,0,0,0,0,0,0,0,0,0,0,0,20020402,20020925,2002
casar001,Casanova,Raul,B,R,MIL,31,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,20020402,20020516,2002
chilm001,Childers,Matt,R,R,MIL,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20020803,20020824,2002
chrir001,Christenson,Ryan,R,R,MIL,22,0,0,0,0,0,0,0,0,6,16,0,21,0,0,5,20020902,20020929,2002
dejem001,DeJean,Mike,R,R,MIL,68,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,20020402,20020927,2002
delov001,de los Santos,Valerio,L,L,MIL,51,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,20020519,20020929,2002
diggb001,Diggins,Ben,R,R,MIL,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20020902,20020926,2002
duroj001,Durocher,Jayson,R,R,MIL,39,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,20020611,20020928,2002
fabrj001,Fabregas,Jorge,L,R,MIL,30,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,20020806,20020927,2002
figun001,Figueroa,Nelson,B,R,MIL,30,30,11,19,0,0,0,0,0,0,0,0,0,0,0,0,20020406,20020915,2002
fox-c001,Fox,Chad,R,R,MIL,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20020602,20020607,2002
franw001,Franklin,Wayne,L,L,MIL,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20020910,20020929,2002
gintk001,Ginter,Keith,R,R,MIL,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,20020907,20020929,2002
hallb001,Hall,Bill,R,R,MIL,19,0,0,0,0,0,0,2,13,0,0,0,0,0,1,5,20020901,20020929,2002
hammj001,Hammonds,Jeffrey,R,R,MIL,128,0,0,0,0,0,0,0,0,2,78,55,125,0,2,1,20020402,20020929,2002
harrl001,Harris,Lenny,L,R,MIL,122,0,0,0,0,12,0,14,0,16,0,0,16,2,84,1,20020402,20020929,2002
hernj001,Hernandez,Jose,R,R,MIL,152,0,0,0,0,0,0,0,149,0,0,0,0,0,3,0,20020402,20020925,2002
houst001,Houston,Tyler,L,R,MIL,76,0,0,0,0,1,0,72,0,0,0,0,0,0,7,0,20020402,20020722,2002
jenkg001,Jenkins,Geoff,L,R,MIL,67,0,0,0,0,0,0,0,0,66,0,0,66,0,2,0,20020402,20020617,2002
jensm001,Jensen,Marcus,B,R,MIL,16,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,20020522,20020623,2002
kingr001,King,Ray,L,L,MIL,76,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,20020403,20020927,2002
lopel002,Lopez,Luis,B,R,MIL,6,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,20020519,20020601,2002
lorem001,Loretta,Mark,R,R,MIL,86,0,0,0,0,5,3,47,12,0,0,0,0,1,26,0,20020404,20020830,2002
lorra001,Lorraine,Andrew,L,L,MIL,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,20020829,20020926,2002
machr001,Machado,Robert,R,R,MIL,51,0,0,0,48,2,0,0,0,0,0,0,0,0,3,0,20020610,20020928,2002
mallb002,Mallette,Brian,R,R,MIL,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20020412,20020523,2002
mattm001,Matthews,Mike,L,L,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20020920,20020928,2002
nancs001,Nance,Shane,L,L,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20020824,20020831,2002
neugn001,Neugebauer,Nick,R,R,MIL,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,20020406,20020925,2002
nomut001,Nomura,Takahito,L,L,MIL,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,20020403,20020515,2002
ochoa001,Ochoa,Alex,R,R,MIL,85,0,0,0,0,0,0,0,0,18,2,61,72,0,19,3,20020402,20020730,2002
ostij001,Osting,Jimmy,R,L,MIL,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20020817,20020827,2002
pembd001,Pember,Dave,R,R,MIL,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,20020903,20020926,2002
quevr001,Quevedo,Ruben,R,R,MIL,26,26,25,1,0,0,0,0,0,0,0,0,0,0,0,0,20020403,20020815,2002
ruscg001,Rusch,Glendon,L,L,MIL,37,34,34,0,0,0,0,0,0,0,0,0,0,0,3,0,20020405,20020928,2002
rushj001,Rushford,Jim,L,L,MIL,23,0,0,0,0,0,0,0,0,1,0,21,22,0,2,0,20020903,20020929,2002
sanca003,Sanchez,Alex,L,L,MIL,112,0,0,0,0,0,0,0,0,16,86,0,100,0,10,3,20020402,20020901,2002
sexsr001,Sexson,Richie,R,R,MIL,157,0,0,0,0,154,0,0,0,0,0,0,0,1,2,0,20020402,20020928,2002
sheeb001,Sheets,Ben,R,R,MIL,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20020402,20020927,2002
staim001,Stairs,Matt,L,R,MIL,107,0,0,0,0,0,0,0,0,35,0,51,84,0,28,1,20020403,20020929,2002
stule001,Stull,Everett,R,R,MIL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20020510,20020515,2002
thomr004,Thompson,Ryan,R,R,MIL,62,0,0,0,0,0,0,0,0,34,5,14,51,0,20,4,20020618,20020917,2002
vizcl001,Vizcaino,Luis,R,R,MIL,76,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,20020403,20020929,2002
wrigj001,Wright,Jamey,R,R,MIL,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20020404,20020825,2002
youne001,Young,Eric,R,R,MIL,138,0,0,0,0,0,123,0,0,1,0,1,2,2,7,7,20020402,20020929,2002
burbd001,Burba,Dave,R,R,MIL,17,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0,20030628,20030926,2003
clarb003,Clark,Brady,R,R,MIL,128,0,0,0,0,0,0,0,0,25,6,82,105,0,40,0,20030415,20030927,2003
clayr001,Clayton,Royce,R,R,MIL,146,0,0,0,0,0,0,0,141,0,0,0,0,0,5,0,20030331,20030928,2003
contj001,Conti,Jason,L,R,MIL,30,0,0,0,0,0,0,0,0,1,1,19,20,0,13,0,20030402,20030928,2003
crudm001,Crudale,Mike,R,R,MIL,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20030903,20030923,2003
cruze001,Cruz,Enrique,R,R,MIL,60,0,0,0,0,0,6,2,13,0,0,0,0,0,36,13,20030402,20030928,2003
david002,Davis,Doug,R,L,MIL,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20030816,20030925,2003
dejem001,DeJean,Mike,R,R,MIL,58,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,20030331,20030821,2003
delov001,de los Santos,Valerio,L,L,MIL,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,20030405,20030901,2003
duroj001,Durocher,Jayson,R,R,MIL,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20030528,20030613,2003
estrl001,Estrella,Leo,R,R,MIL,58,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,20030430,20030928,2003
fordm001,Ford,Matt,B,L,MIL,25,25,4,21,0,0,0,0,0,0,0,0,0,0,0,0,20030402,20030720,2003
fostj001,Foster,John,L,L,MIL,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20030402,20030705,2003
franw001,Franklin,Wayne,L,L,MIL,36,36,34,2,0,0,0,0,0,0,0,0,0,0,0,0,20030403,20030926,2003
gintk001,Ginter,Keith,R,R,MIL,127,0,0,0,0,0,53,40,2,2,0,0,2,0,32,2,20030331,20030925,2003
hallb001,Hall,Bill,R,R,MIL,52,0,0,0,0,0,18,1,18,0,0,0,0,0,18,0,20030721,20030928,2003
hammj001,Hammonds,Jeffrey,R,R,MIL,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,20030331,20030414,2003
helmw001,Helms,Wes,R,R,MIL,134,0,0,0,0,0,0,130,0,0,0,0,0,0,4,0,20030331,20030928,2003
jenkg001,Jenkins,Geoff,L,R,MIL,124,0,0,0,0,0,0,0,0,123,0,0,123,1,0,0,20030409,20030828,2003
kiesb001,Kieschnick,Brooks,L,R,MIL,70,42,0,42,0,0,0,0,0,3,0,0,3,4,24,0,20030430,20030925,2003
kinnm002,Kinney,Matt,R,R,MIL,33,33,31,2,0,0,0,0,0,0,0,0,0,0,0,0,20030403,20030928,2003
kolbd001,Kolb,Danny,R,R,MIL,37,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,20030618,20030927,2003
leskc001,Leskanic,Curt,R,R,MIL,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20030331,20030629,2003
mannd001,Manning,David,R,R,MIL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20030802,20030809,2003
martl001,Martinez,Luis,L,L,MIL,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20030903,20030928,2003
nancs001,Nance,Shane,L,L,MIL,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20030331,20030928,2003
oberw001,Obermueller,Wes,R,R,MIL,12,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,20030725,20030927,2003
osikk001,Osik,Keith,R,R,MIL,80,0,0,0,78,0,0,0,0,0,0,0,0,0,2,0,20030402,20030928,2003
peree002,Perez,Eddie,R,R,MIL,107,0,0,0,102,0,0,0,0,0,0,0,0,0,9,0,20030331,20030928,2003
podss001,Podsednik,Scott,L,L,MIL,154,0,0,0,0,0,0,0,0,3,123,13,139,0,19,0,20030331,20030928,2003
quevr001,Quevedo,Ruben,R,R,MIL,9,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20030503,20030928,2003
ritct001,Ritchie,Todd,R,R,MIL,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20030404,20030424,2003
ruscg001,Rusch,Glendon,L,L,MIL,33,32,19,13,0,0,0,0,0,0,0,0,0,0,1,0,20030402,20030926,2003
sanca003,Sanchez,Alex,L,L,MIL,43,0,0,0,0,0,0,0,0,0,36,0,36,0,7,0,20030331,20030524,2003
sexsr001,Sexson,Richie,R,R,MIL,162,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,20030331,20030928,2003
sheeb001,Sheets,Ben,R,R,MIL,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20030331,20030923,2003
smitm004,Smith,Mark,R,R,MIL,33,0,0,0,0,0,0,0,0,12,0,3,15,0,19,0,20030808,20030928,2003
vandj001,Vander Wal,John,L,L,MIL,117,0,0,0,0,0,0,0,0,6,0,83,89,0,30,0,20030331,20030924,2003
vizcl001,Vizcaino,Luis,R,R,MIL,75,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,20030331,20030926,2003
weekr001,Weeks,Rickie,R,R,MIL,7,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,20030915,20030928,2003
youne001,Young,Eric,R,R,MIL,109,0,0,0,0,0,99,0,0,0,0,0,0,1,11,0,20030331,20030817,2003
zoccp001,Zoccolillo,Peter,L,R,MIL,20,0,0,0,0,0,0,0,0,3,0,4,7,0,13,0,20030905,20030928,2003
adamm001,Adams,Mike,R,R,MIL,46,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,20040518,20040930,2004
benng001,Bennett,Gary,R,R,MIL,75,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1,20040407,20041003,2004
bennj002,Bennett,Jeff,R,R,MIL,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,20040406,20041003,2004
branr001,Branyan,Russell,L,R,MIL,51,0,0,0,0,2,0,44,0,0,0,0,0,0,8,0,20040726,20041003,2004
burbd001,Burba,Dave,R,R,MIL,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,20040405,20040831,2004
capuc001,Capuano,Chris,L,L,MIL,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20040408,20040824,2004
clarb003,Clark,Brady,R,R,MIL,138,0,0,0,0,0,0,0,0,3,9,123,133,0,25,8,20040405,20040924,2004
counc001,Counsell,Craig,L,R,MIL,140,0,0,0,0,0,0,1,129,0,0,0,0,0,9,2,20040405,20041003,2004
david002,Davis,Doug,R,L,MIL,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20040406,20040930,2004
delaj001,de la Rosa,Jorge,L,L,MIL,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20040814,20041003,2004
durrt001,Durrington,Trent,R,R,MIL,53,1,0,1,0,0,6,11,0,0,0,0,0,1,30,9,20040405,20040929,2004
ericm001,Erickson,Matt,L,R,MIL,4,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,20040709,20040718,2004
fordb002,Ford,Ben,R,R,MIL,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20040405,20040926,2004
gintk001,Ginter,Keith,R,R,MIL,113,0,0,0,0,0,54,47,0,0,0,2,2,2,10,0,20040405,20041003,2004
glovg001,Glover,Gary,R,R,MIL,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20040906,20040929,2004
grieb001,Grieve,Ben,L,R,MIL,108,0,0,0,0,0,0,0,0,0,0,65,65,1,42,0,20040405,20040830,2004
hallb001,Hall,Bill,R,R,MIL,126,0,0,0,0,0,50,11,37,0,0,0,0,0,30,0,20040407,20041003,2004
hartc001,Hart,Corey,R,R,MIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20040525,20040525,2004
helmw001,Helms,Wes,R,R,MIL,92,0,0,0,0,10,0,66,0,0,0,0,0,0,16,0,20040405,20041003,2004
hendb001,Hendrickson,Ben,R,R,MIL,10,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,20040602,20041001,2004
herna002,Hernandez,Adrian,R,R,MIL,6,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,20040407,20040508,2004
jenkg001,Jenkins,Geoff,L,R,MIL,157,0,0,0,0,0,0,0,0,156,0,0,156,0,1,0,20040405,20041003,2004
johnm003,Johnson,Mark,L,R,MIL,7,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,20040910,20041003,2004
kiesb001,Kieschnick,Brooks,L,R,MIL,77,32,0,32,0,0,0,0,0,0,0,0,0,0,48,0,20040407,20041003,2004
kinnm002,Kinney,Matt,R,R,MIL,32,32,6,26,0,0,0,0,0,0,0,0,0,0,0,0,20040407,20040805,2004
kolbd001,Kolb,Danny,R,R,MIL,64,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,20040405,20040930,2004
krynd001,Krynzel,Dave,L,L,MIL,16,0,0,0,0,0,0,0,0,0,2,8,10,0,6,1,20040901,20041003,2004
liefj001,Liefer,Jeff,L,R,MIL,16,0,0,0,0,0,0,0,0,0,0,3,3,3,9,1,20040604,20040627,2004
lirip001,Liriano,Pedro,R,R,MIL,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20040827,20041003,2004
magrc001,Magruder,Chris,B,R,MIL,56,0,0,0,0,0,0,0,0,10,0,16,24,0,35,2,20040704,20041003,2004
moelc001,Moeller,Chad,R,R,MIL,101,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,20040405,20041002,2004
oberw001,Obermueller,Wes,R,R,MIL,26,25,20,5,0,0,0,0,0,0,0,0,0,0,1,0,20040409,20041001,2004
overl001,Overbay,Lyle,L,L,MIL,159,0,0,0,0,158,0,0,0,0,0,0,0,0,4,0,20040405,20041003,2004
phelt001,Phelps,Travis,R,R,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20040818,20040911,2004
podss001,Podsednik,Scott,L,L,MIL,154,0,0,0,0,0,0,0,0,0,153,0,153,0,2,0,20040405,20041003,2004
saenc001,Saenz,Chris,R,R,MIL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20040424,20040424,2004
santv001,Santos,Victor,R,R,MIL,31,31,28,3,0,0,0,0,0,0,0,0,0,0,0,0,20040425,20040926,2004
sheeb001,Sheets,Ben,R,R,MIL,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20040405,20041002,2004
spivj001,Spivey,Junior,R,R,MIL,59,0,0,0,0,0,58,0,1,0,0,0,0,0,1,0,20040405,20040702,2004
vizcl001,Vizcaino,Luis,R,R,MIL,73,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,20040405,20040929,2004
wisem001,Wise,Matt,R,R,MIL,30,30,3,27,0,0,0,0,0,0,0,0,0,0,0,0,20040511,20040926,2004
adamm001,Adams,Mike,R,R,MIL,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20050408,20050524,2005
bottr001,Bottalico,Ricky,L,R,MIL,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20050408,20050722,2005
branr001,Branyan,Russell,L,R,MIL,85,0,0,0,0,5,0,59,0,3,0,0,3,1,22,0,20050406,20051001,2005
capej001,Capellan,Jose,R,R,MIL,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20050814,20051001,2005
capuc001,Capuano,Chris,L,L,MIL,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20050408,20051002,2005
cirij001,Cirillo,Jeff,R,R,MIL,77,0,0,0,0,1,3,53,0,0,0,0,0,0,31,0,20050404,20050930,2005
clarb003,Clark,Brady,R,R,MIL,145,0,0,0,0,0,0,0,0,0,145,0,145,0,0,0,20050404,20051002,2005
cruzn002,Cruz,Nelson,R,R,MIL,8,0,0,0,0,0,0,0,0,2,0,6,8,0,0,0,20050917,20051002,2005
david002,Davis,Doug,R,L,MIL,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20050406,20050930,2005
davik001,Davis,Kane,R,R,MIL,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20050814,20050930,2005
delaj001,de la Rosa,Jorge,L,L,MIL,38,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20050406,20050918,2005
durrt001,Durrington,Trent,R,R,MIL,28,0,0,0,0,0,0,1,0,0,0,0,0,0,17,10,20050625,20050928,2005
eveld001,Eveland,Dana,L,L,MIL,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20050716,20050930,2005
fielp001,Fielder,Prince,L,R,MIL,39,0,0,0,0,7,0,0,0,0,0,0,0,5,30,0,20050613,20051002,2005
glovg001,Glover,Gary,R,R,MIL,15,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,20050408,20051002,2005
hallb001,Hall,Bill,R,R,MIL,146,0,0,0,0,0,23,59,66,0,0,0,0,0,16,0,20050408,20051002,2005
hardj003,Hardy,J.J.,R,R,MIL,124,0,0,0,0,0,0,0,119,0,0,0,0,0,6,0,20050404,20051002,2005
hartc001,Hart,Corey,R,R,MIL,21,0,0,0,0,0,0,0,0,2,11,3,16,0,3,2,20050814,20050928,2005
hellr001,Helling,Rick,R,R,MIL,15,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,20050728,20050927,2005
helmw001,Helms,Wes,R,R,MIL,95,0,0,0,0,16,0,35,0,0,0,0,0,3,50,0,20050406,20051002,2005
jenkg001,Jenkins,Geoff,L,R,MIL,148,0,0,0,0,0,0,0,0,0,0,144,144,2,2,0,20050404,20051002,2005
krynd001,Krynzel,Dave,L,L,MIL,5,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,20050602,20050610,2005
lee-c001,Lee,Carlos,R,R,MIL,162,0,0,0,0,0,0,0,0,162,0,0,162,0,0,0,20050404,20051002,2005
lehrj001,Lehr,Justin,R,R,MIL,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20050721,20051002,2005
magrc001,Magruder,Chris,B,R,MIL,101,0,0,0,0,0,0,0,0,5,9,31,45,0,61,4,20050404,20050928,2005
milld002,Miller,Damian,R,R,MIL,114,0,0,0,111,0,0,0,0,0,0,0,0,0,5,0,20050406,20051001,2005
moelc001,Moeller,Chad,R,R,MIL,66,0,0,0,65,0,0,0,0,0,0,0,0,0,1,1,20050404,20051002,2005
mosqj001,Mosquera,Julio,R,R,MIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20050608,20050608,2005
oberw001,Obermueller,Wes,R,R,MIL,24,23,8,15,0,0,0,0,0,0,0,0,0,0,1,0,20050406,20050928,2005
ohkat001,Ohka,Tomo,B,R,MIL,22,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,20050614,20051001,2005
overl001,Overbay,Lyle,L,L,MIL,158,0,0,0,0,154,0,0,0,0,0,0,0,0,6,0,20050404,20051002,2005
phelt002,Phelps,Tommy,L,L,MIL,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20050404,20050707,2005
santj001,Santana,Julio,R,R,MIL,41,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,20050430,20050930,2005
santv001,Santos,Victor,R,R,MIL,29,29,24,5,0,0,0,0,0,0,0,0,0,0,0,0,20050410,20050928,2005
sheeb001,Sheets,Ben,R,R,MIL,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20050404,20050826,2005
spivj001,Spivey,Junior,R,R,MIL,49,0,0,0,0,0,48,0,0,0,0,0,0,0,3,0,20050404,20050608,2005
turnd001,Turnbow,Derrick,R,R,MIL,69,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,20050409,20050930,2005
weekr001,Weeks,Rickie,R,R,MIL,96,0,0,0,0,0,95,0,0,0,0,0,0,0,1,0,20050611,20051002,2005
wisem001,Wise,Matt,R,R,MIL,49,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,20050404,20050926,2005
adamm001,Adams,Mike,R,R,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20060418,20060420,2006
anded002,Anderson,Drew,L,R,MIL,9,0,0,0,0,0,0,0,0,1,0,1,2,0,5,3,20060911,20061001,2006
